"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000169972.7",419.352550479422,-0.205421099061311,0.146933797331523,-1.3980520669307,0.162097432370127,0.411051030981325,"PUSL1","126789"
"ENSG00000127054.14",8221.21529955649,-0.0261711955841514,0.116623294765821,-0.224407959290664,0.822439877995791,0.928435970523326,"INTS11","54973"
"ENSG00000240731.1",311.373472755684,-0.0543761573613373,0.174485008350201,-0.311637990423804,0.755315658850462,0.895178621471465,NA,NA
"ENSG00000224051.2",1455.17471421073,0.137606447581524,0.123606529065094,1.11326196619482,0.2655959361711,0.53872604967243,"CPTP","80772"
"ENSG00000169962.4",168.763303257457,0.754966920056565,0.244950127472891,3.082125034371,0.00205528487102477,0.0235078789930052,"TAS1R3","83756"
"ENSG00000107404.13",5388.2108375261,-0.255560753994738,0.110269529089124,-2.31760084681403,0.0204710241460325,0.11545210948831,"DVL1","1855"
"ENSG00000162576.12",7990.2254753216,-0.277963528913896,0.232096112940462,-1.1976225081598,0.231064009504023,0.499664049577798,"MXRA8","54587"
"ENSG00000175756.9",2927.3072460543,-0.263227595622575,0.132438307759383,-1.98754876950568,0.0468616170484905,0.196693401557604,"AURKAIP1","54998"
"ENSG00000223663.2",3.04281623367661,-0.500861706144474,0.593522915520593,-0.843879306168248,0.398736853042371,0.665688186777602,NA,NA
"ENSG00000221978.7",26713.1569868815,-0.00590495147942445,0.171192121447483,-0.0344931263746032,0.972483923446893,0.989571935327353,"CCNL2","81669"
